,P_ABK,P_ADF,P_ADO,P_AEL,P_AFH,P_AIK,P_AJD,P_AKL,P_ALB,P_AOM,P_AOP,P_APF,P_APL,P_APO,P_ARC,P_ATN,P_ATU,P_AUI,P_AVV,P_AXH,P_AZW,P_BBO,P_BCO,P_BCP,P_BEB,P_BFB,P_BGK,P_BGP,P_BII,P_BIK,P_BIW,P_BJA,P_BJQ,P_BKR,P_BNI,P_BNV,P_BON,P_BQL,P_BRD,P_BSK,P_BWT,P_BWZ,P_BXP,P_BYA,P_BYX,P_CAV,P_CBQ,P_CEJ,P_CGM,P_CHL,P_CHP,P_CIP,P_CIT,P_CMD,P_CMH,P_COR,P_CPQ,P_CQZ,P_CRT,P_CRZ,P_CSB,P_CTQ,P_CUT,P_CUW,P_CWR,P_CYD,P_CZA,P_DAQ,P_DBG,P_DBP,P_DDD,P_DDI,P_DED,P_DFS,P_DGH,P_DHA,P_DII,P_DKE,P_DNH,P_DOG,P_DRC,P_DRI,P_DTB,P_DTM,P_DTY,P_DUD,P_DVJ,P_DWJ,P_DXV,P_DZO,P_DZV,P_EAL,P_EBL,P_EDY,P_EER,P_EEW,P_EFF,P_EFL,P_EGJ,P_EHJ
P_DBG,0.03696295178959538,0.044848965941257125,0.02118482430892534,0.0215386998911261,0.03675081758274196,0.02093102235916795,0.03544353691436598,0.034844063439843684,0.04285037993997207,0.048919367330332024,0.03241650829438732,0.02108298745434394,0.01850257509105349,0.049296868024246765,0.03371292964130998,0.030985530897501657,0.06696159252138417,0.03422269733671019,0.04307900743981835,0.04634306161660008,0.04127248296383461,0.0453157936375396,0.011529351282704521,0.036829165670700895,0.043567404845824026,0.028668979786522372,0.030099059952099345,0.03155073200418686,0.06431508878171605,0.06668172398041394,0.013656037236328489,0.021279861959139956,0.030928274442652733,0.02296062283562931,0.03212509626444711,0.021547936003246358,0.055344225064589914,0.035061509665157906,0.028694079127933154,0.019027030246467867,0.027093027239495898,0.07180314219447495,0.028540583683592448,0.028271348040020725,0.017762263284840315,0.028856932009483093,0.043688495602389486,0.03670501900285694,0.02857318576917896,0.025448615227554303,0.0276159247536639,0.03807439229981243,0.05374815145658578,0.029473818296922805,0.03195975020240469,0.03207056645898363,0.030227982880107054,0.04374504600523381,0.02142965202704136,0.04346030668322651,0.04491154205769444,0.06264828113364375,0.034137398626726975,0.029798068997840085,0.05638617867882265,0.029314514237832302,0.03431411907655628,0.03426012872130011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DBP,0.013076377480019694,0.029524484567897337,0.01923177019933686,0.012833952664708975,0.03835821222372374,0.025260075712476564,0.019485673429471072,0.03340044055098805,0.027181169676813687,0.017323206920198272,0.0111320068271639,0.013867624526211094,0.017523212633533167,0.024746931627983162,0.020622441004880435,0.013635011881183542,0.035700114075448326,0.03562008989320372,0.015534453643432327,0.030350823712051077,0.015695422007708657,0.017119980169381908,0.026844331245161644,0.0589172968830027,0.013585663215318618,0.032597132788023814,0.035361896781705336,0.011053689203156592,0.030526589737473728,0.03547802853880355,0.03783215489500816,0.013673606729753271,0.0263298995440544,0.0247610021000756,0.011037053411122329,0.012924256961233659,0.03453346911331084,0.011369632711750233,0.018258072214778237,0.02861695738543972,0.01115641757017076,0.03766503870965804,0.016229944824305207,0.018073929428875504,0.0341484017341952,0.034068214643564736,0.03313825176438735,0.02624189652064072,0.03632849749163751,0.020683725123875035,0.024414717549052434,0.04561670664351058,0.019716395537725116,0.03555068012007514,0.029541291864100705,0.010548383952056895,0.013775240179393852,0.03987760661072791,0.014543768871926757,0.019813323698964155,0.01727930857991901,0.028753190083884154,0.019191108800692358,0.05434929803594544,0.024234565232329502,0.029219246756205366,0.042824336001854466,0.01602530810936316,0.034158330667642615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DDD,0.030024917252174623,0.032507737125182026,0.025811530853473087,0.015561897891968586,0.03339107343287982,0.025599645310042676,0.022889638267127352,0.025193919444973328,0.05078121338644543,0.036722737397964285,0.035561900792842854,0.02077189471376838,0.01458308856175398,0.040057993022616055,0.04252205132633548,0.019116612278330405,0.05501041854957787,0.0372299498388017,0.030915648464811978,0.033777488006067,0.03552768210846198,0.03291361033068171,0.01622537263054207,0.04183970776666656,0.031350618654181275,0.021609001874220955,0.0213857006899492,0.03367248819140099,0.05180624916937973,0.054741865779309444,0.02921056172003174,0.012635285236194475,0.019017530281295505,0.014247659491999827,0.022873781082276157,0.020835437360418495,0.043084700509576634,0.03607397823916825,0.017013725782438312,0.0113385213321679,0.01890545492708276,0.05923009404854777,0.016852278302950295,0.0162063637500802,0.01256402901142896,0.02327728689087079,0.03147603674225687,0.02414069448048232,0.021075263699419537,0.01474271701552972,0.024945925238400488,0.03282619315424791,0.041188367010600684,0.0213860624005474,0.025433791400412364,0.02411784561273699,0.028578992319532745,0.032243794705337225,0.02010045178596202,0.04422296326570393,0.03264705930095061,0.05011030358119875,0.021568253545430488,0.037238422012753,0.044163476867203,0.017452691769467576,0.03615359260156038,0.021689383808674013,0.02000292063674261,0.025160795396805297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DDI,0.0125223252233767,0.03130110076339081,0.02913996672955993,0.01523650826140596,0.02622327731234535,0.0201218947914918,0.015705832929202496,0.033057030628900544,0.04098909869709058,0.02708253136248549,0.024709024262402634,0.01914765599231594,0.017829145380529304,0.021515915086280233,0.035093105092019995,0.01785361602029083,0.04480572513641505,0.04499780844663079,0.021246482061743798,0.029222058962365828,0.018080612489624903,0.024002014602945855,0.01991438075863446,0.05941856437175058,0.021773070385227137,0.03519563548225695,0.03678482329711394,0.022472848617828573,0.04318698272627993,0.04451852069644891,0.04250071782922919,0.01441337004312196,0.02461232947122081,0.021576026070616768,0.014901923768424006,0.013714925154734084,0.04293235936913106,0.023284601993595746,0.01708626000621335,0.013608505942975918,0.016231950991794676,0.05148432123472126,0.016894246624221017,0.021168233417079407,0.022237280791499198,0.02213972377876539,0.03553931801540211,0.02984699758769349,0.03695881093866565,0.024118141159713825,0.01757464039461426,0.048442834206929415,0.03324643489157958,0.036797548627589036,0.03531541398596104,0.020114067763633475,0.01536696433912511,0.045180470615077954,0.0226511137474467,0.029821002598836556,0.02278505845943749,0.041746580279108124,0.015584531080530012,0.054701731983546914,0.03450364898094261,0.02720832778764499,0.04876928683095077,0.015611267277195437,0.030609964554043717,0.015437967353249687,0.018635977301983263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DED,0.03584035728058339,0.01831155667877109,0.036648849818241326,0.03416487841336364,0.044309796986673165,0.043352174166931864,0.021230069076664148,0.02596392060148108,0.04723676900466357,0.010078521320113835,0.031985430214396524,0.036785099646458035,0.04055696493821999,0.036900923037235085,0.041965895975183666,0.030910744685301098,0.012496217227626472,0.03634444828305849,0.012333888437958847,0.0155275067541427,0.03200778858340476,0.010626408659558374,0.04643429441694884,0.04424249234615954,0.011847665086419792,0.03317928091444817,0.031852740698406636,0.033436191903384524,0.0113115965716588,0.0242239894526084,0.04198285364288439,0.03660097289690291,0.030912792497604043,0.03505365979466225,0.02608963552830641,0.03422232218888698,0.0339858840844266,0.032453620630059826,0.033170025942102756,0.04668649350722258,0.03424050561834612,0.021047652149346886,0.033142641445726505,0.027132275982672933,0.05540466446969893,0.055312548060996114,0.02225907976534311,0.021535704307033193,0.03317947987838089,0.03223314661958956,0.04723484071106799,0.03452047114394834,0.009258760662203125,0.02627188796032682,0.02963912625230099,0.02613093700960314,0.03671524601578817,0.032745721751093256,0.036488535185725146,0.04064870499782199,0.010756717017752255,0.011560264400096575,0.023458076583555518,0.03957814851657355,0.007067705214566254,0.031875587288706285,0.036600909824753114,0.023251388087595727,0.055522852781535,0.023250137418948068,0.04317295590991854,0.033574646863368564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DFS,0.03414232531624183,0.01254171232328482,0.020295774264608768,0.015490069399456444,0.03814711126678017,0.02513432048017232,0.0094462664053059,0.019549359068775765,0.04900972952384054,0.01729284366436052,0.03550276418816217,0.018874233865245567,0.01754951999343671,0.045426873026877604,0.040246204790016664,0.02458651258312139,0.035624223781015874,0.029254217234445986,0.01297319640643808,0.012318084023093822,0.03933789222874151,0.012560917960087164,0.026749121948204873,0.03504676848156063,0.01614172769563392,0.012900865087275134,0.01301568661270122,0.033970440091350924,0.0305285014699382,0.035399781355258335,0.020509001657808845,0.013685836912661365,0.008669037143767115,0.019645765192532656,0.027356319818279386,0.021128942921973395,0.026619439532046665,0.03695152524592438,0.010457465562934625,0.028495667196962247,0.021493586624850743,0.03769227507062936,0.011042468202354907,0.009068753883531112,0.03410152374894676,0.03402093332053067,0.012429987288811374,0.010965627478629562,0.01284748975481113,0.009219558883156984,0.02685525954073159,0.024603955657575952,0.01972866513477351,0.01269826326707606,0.017310128422399887,0.022038567035994633,0.030092696140426523,0.023539929694035698,0.01620765069342323,0.04548137778256213,0.014164164429994098,0.028725247988485525,0.009730764872299381,0.030316297943514696,0.024160963908753927,0.009153084070411401,0.027449907049021574,0.013040192521585694,0.034110998534197245,0.025885297081549487,0.021538083131976714,0.024400998442685444,0.02318136728064011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DGH,0.06713573632574502,0.028637669074141017,0.038309228144142775,0.04627167401337478,0.05082506866694799,0.05024614561336913,0.04553880561674946,0.02782014135478203,0.06742319109920476,0.05181963428084038,0.06091556704981068,0.046228235203174026,0.04325199808101437,0.07943250967330755,0.05872372619307976,0.05966288441736606,0.039308230245075355,0.026606922708196003,0.04808774873083604,0.03180601146009865,0.07140042157438602,0.045788435592407604,0.04169578780884272,0.014752098189749176,0.050706003194888716,0.024787277744843256,0.023657020015209716,0.06049076288161605,0.045355382800722814,0.05726671428500151,0.018657106367278187,0.04595749781047687,0.03639316569082799,0.04003353875190275,0.06139769393063555,0.05169901531944324,0.02603086913646638,0.06408317773019613,0.04381119021437368,0.047609725235503116,0.053490530675999876,0.04192821046741974,0.045581605105566685,0.03923280140392806,0.04626293628813374,0.059024018721194324,0.02445543951762178,0.03069793797635194,0.023660580635310055,0.03622423862554019,0.05772311288383599,0.01192204831394154,0.04807258908151312,0.023782516603591663,0.027231604157669998,0.04828235276992966,0.06015958763987755,0.01618423733142675,0.041298571948677136,0.07207062267664996,0.04293798039032654,0.04090236625184463,0.04574456712004329,0.014545740304296059,0.048862797811833364,0.034210703588204834,0.014394162879444514,0.04835064363583877,0.032159935634263906,0.055805922992096794,0.04472805237208388,0.05991130732173855,0.04610826486650715,0.03642275870935619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DHA,0.03437749899280083,0.010273841978538124,0.0220230018389884,0.017867776862272613,0.028631615567412637,0.02621115382809239,0.011098609372348762,0.009198343437813915,0.05001095928893857,0.017480034382117482,0.0363090028505351,0.022154865131612408,0.02585206722875581,0.04548172417576063,0.04132727971933228,0.024611669610166368,0.029375837315725555,0.030489769841704713,0.015234150353727924,0.01815428503136224,0.0396405773923639,0.011258176228855929,0.028234899202936235,0.035129599826927496,0.016332451040795427,0.022368657648593426,0.021714127866438285,0.03472961463938195,0.029313741931046102,0.029597400054735625,0.0250190676085272,0.022015766077971288,0.021141513403728062,0.01636203960391157,0.02750647518312774,0.024428123894396844,0.027850659597220846,0.037649237562002495,0.02237047719651743,0.02810936301305979,0.02266974410971779,0.038452937885159334,0.022244462704235694,0.010338724292678394,0.03773931915125138,0.0376419553158453,0.01327774547880792,0.013804735600512832,0.022313150965292433,0.018558886011829742,0.03156681200248236,0.02511425286565488,0.020979123551756688,0.013229696935303802,0.020325296012603772,0.024335031415636508,0.03090469609945988,0.024475494622175714,0.02195379686978971,0.04615371642674093,0.011817575766625074,0.028264084099789626,0.013399558350930992,0.03042238836777967,0.019626084377685368,0.02117611834118888,0.028393734837106607,0.015327927452856794,0.03772384865042221,0.027202248013719624,0.026219310917716464,0.024364796941488437,0.018720540857572503,0.012865987136631993,0.0370065390032645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DII,0.02548628701870924,0.02088707660252964,0.013728950578977682,0.013341631084691465,0.03961058994763993,0.02602100320894623,0.017501260783156825,0.025551824220592628,0.030236940916697246,0.017949134380241344,0.018631706443588008,0.013855572344727592,0.01740800557215041,0.03796210348492524,0.02132734920237036,0.022390475229437764,0.03619597259364577,0.02259482577936581,0.015303821875600376,0.02260759872255276,0.028947359413253965,0.01519427115725085,0.027426101235864947,0.047547231685976125,0.016294178745797205,0.023378975554971843,0.024530311901809525,0.0178021547010467,0.030563899293120783,0.035982051775852,0.0251503305147262,0.013678821659772529,0.01950526751931507,0.02087000838523957,0.02153388757284941,0.013438060909222425,0.02793909792745505,0.02132853792457467,0.01517593493001533,0.02934889512400792,0.013728614278217343,0.037419686075647496,0.014415904342078954,0.010852585728758492,0.034439588673501303,0.034361846778075904,0.023555051305399515,0.016931303671010128,0.026595682224749784,0.01094584277248709,0.024365249065010926,0.03427823065737182,0.019662991888317282,0.024840329345642797,0.01926794695861355,0.005312417246414871,0.017416088338088234,0.026932394360695156,0.013523538479258712,0.029665530452025416,0.015138096313602039,0.02869274528517701,0.017732076274368836,0.04298696692021794,0.024678587520360562,0.022362060772657285,0.02968225788244302,0.015959763720055725,0.034452189262802954,0.013290562403449616,0.022763539004289946,0.02316747722562718,0.023711864308820642,0.01977715340993221,0.04301601571507823,0.02087761408781989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DKE,0.023980708997025396,0.03216823229523247,0.03002191314690055,0.021937349999487737,0.03570350818897451,0.0311606320378789,0.01579490512791955,0.03383909161014752,0.04136442493253922,0.00977688769496591,0.025093526854554613,0.02500171166140408,0.028810208971823507,0.02363707063068587,0.03560598035442814,0.020856573280383192,0.024205352341992146,0.045902196123933425,0.0127195952765824,0.029988017557017903,0.017791581885825903,0.015039527818385866,0.03411987719790357,0.06022704848321738,0.01010624663265266,0.03606605564793501,0.037647443219959005,0.022877008633127832,0.022249465364361974,0.023937504569190624,0.043407896631834156,0.024827946532083183,0.025430585758098225,0.023138452626683046,0.01529556288601257,0.021988991109190927,0.04384147488395475,0.02354438015748187,0.022731272401692256,0.03453161256008844,0.023509559098377618,0.031181207561604907,0.022659254797987666,0.022064881712803963,0.04306403697982907,0.04297153933710258,0.036386722853259126,0.030758131705289963,0.03780967590445658,0.025031692411821262,0.03526636994361799,0.04928281828386143,0.013701973142580622,0.0376559838671082,0.03622226412028868,0.020941485763911104,0.024951155644580187,0.0460919981450164,0.02472887207294407,0.029946690935728017,0.01789991625678801,0.021057671025067167,0.015540229921078645,0.05551528005873642,0.013328513833132678,0.027933577375624144,0.049684102004563274,0.012503724325176928,0.04305761974378128,0.015156451596598485,0.030894016459500385,0.021227182573296293,0.016161867621039036,0.02522732108250903,0.060802002409460945,0.02509880718281169,0.024029772470836545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DNH,0.03985504155059717,0.04427049593126226,0.0388108405732209,0.03657679059184501,0.035379155685233726,0.027082158998130053,0.04611690016685724,0.049781570897272406,0.029637792579743198,0.041409766782726606,0.03506435690270155,0.038867970013877165,0.04067543005304559,0.048555681459533324,0.034266096786764025,0.04499739532461871,0.05090445986355039,0.039664930858378,0.04314080882412946,0.04916799422388523,0.03972942939433943,0.043534601066278364,0.035731683209720824,0.06946216850199868,0.042947117342145374,0.044761031992125555,0.04997621879454133,0.0363623568543063,0.05616481854328099,0.05057999999999887,0.04572334918835241,0.039582734645298254,0.04836717313426433,0.048948417747666804,0.04127801899316525,0.033492255418229956,0.04483393608640389,0.04485407138710938,0.04448412402194328,0.044159382060894654,0.04377880685902622,0.06589672410673818,0.044295770057648766,0.039020199307537556,0.0438643362425542,0.038169143244249984,0.04654576734784514,0.041438815825262036,0.05042895641394824,0.03943472601654582,0.04174221733449127,0.05444426349947042,0.0499036000705342,0.05035536595041261,0.04461591215026602,0.04040905188196966,0.03904351656805457,0.045683312051556915,0.03894648586201028,0.027093822487792615,0.04212545060886659,0.05573206525869725,0.04605767037096104,0.06561083764897188,0.046846845784958416,0.04956488837876779,0.04616199316537344,0.043754576274940726,0.039272004035955106,0.03955606073662882,0.05155987204211858,0.045896867540171075,0.04855121051014332,0.04786911248393576,0.05976715619803071,0.049002249509588855,0.04081700932209137,0.046518945398619276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DOG,0.032146706160974446,0.016096079180966727,0.015331258950264203,0.01298429285714057,0.03918710483054316,0.024248847828298625,0.010014072348450434,0.021333852183790636,0.04441131960434899,0.02020225972508749,0.0315078226001112,0.014645455848146856,0.014952803248891217,0.04399874764126923,0.035544103941436575,0.023885445547445067,0.038542364185397734,0.02537087229481444,0.015309124338114979,0.01424218933310331,0.03704111796369035,0.015478767683507623,0.025396851852147455,0.03668385978874054,0.015445033182220177,0.015443082140553564,0.015423311317611084,0.03012732356184128,0.033024445036971925,0.0383236243197323,0.01885988600177345,0.012266026006820521,0.008703837601885391,0.019744385758993514,0.02579173419915796,0.018326707314735097,0.025975256726353545,0.033291690990395355,0.010606174475275742,0.02752023114001803,0.01960416103790186,0.03980592560159778,0.010917652907103313,0.009440588170231447,0.03212864492940845,0.032052619003756985,0.015375587988754186,0.008140269897245199,0.01529106621527519,0.006783546638742548,0.023913543652081044,0.024612156691357898,0.022110919316029907,0.013347776781170776,0.015602195037880018,0.018219596976884456,0.02728909232642344,0.02171259093245132,0.011752780181729584,0.04186269871854793,0.017175002096064606,0.031142295435628707,0.011595982235237789,0.03193725802256586,0.027046725069775433,0.008666070043567446,0.025495057285672983,0.014941911022354173,0.03214304357088857,0.023031128370099307,0.01962478840650175,0.02388393811748761,0.02607430631867002,0.004986885300471137,0.03602794427940505,0.015388013029625178,0.014531931874324444,0.02477405921523756,0.04289810607707132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DRC,0.04920249624764814,0.025928762581348953,0.04980477699980186,0.048604993076843205,0.061634746726179294,0.05935181136241786,0.034705610439811435,0.043235709616011066,0.03651840802937488,0.02301074020973685,0.04469863296567289,0.04993161148010223,0.053441683225736544,0.04868860672682935,0.05646167340771905,0.04178187358173274,0.01692522924512991,0.03609375017921956,0.028388306976637828,0.024502445041258928,0.036064824885196946,0.02523669649538101,0.06195489198602373,0.044184549256498784,0.02779088226379124,0.044331808411115656,0.042805261230366584,0.04717270306013736,0.017559747293170922,0.016857240254561145,0.05648645573055407,0.04973466286203011,0.04180977001850087,0.05152991164362629,0.038533040432853605,0.04868240763355869,0.02330463065573172,0.04171187852398862,0.04431699795789159,0.06275721683599418,0.04571627228897804,0.01815051445756171,0.04435659199036725,0.04242597518030561,0.07013495987023817,0.07005051121869112,0.027547557786490543,0.03374556090806496,0.04437380064857917,0.04527047236333941,0.060426384717273636,0.033182769323852515,0.016908135467875725,0.04071138833299499,0.04050947489168209,0.038584800167939796,0.04980486888849175,0.026588152417946685,0.049599600976216685,0.051538850278213366,0.02725142932031233,0.018088652188594,0.03621295141244237,0.04065724374573275,0.016884223079545898,0.04317441930124739,0.03601354470195712,0.03606825092792756,0.07013986174066746,0.03615078633999588,0.05759416728280544,0.049231221648461984,0.01737226850471761,0.0361640673873938,0.04174361930882401,0.03550251322089572,0.036076104556894195,0.028401491809409412,0.06214187240500462,0.0385183282347517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DRI,0.06443799193798673,0.02591964062250995,0.040315866417578665,0.04390626270818387,0.04867066945296671,0.05054732761481978,0.04008564537337557,0.02286077242789488,0.07166691410267287,0.04780735701751501,0.06203102495526102,0.04562443013342625,0.040905523759023454,0.07606280874382776,0.06256148139230619,0.0551278615583816,0.03485716266422366,0.03424054701665878,0.04368494498107953,0.026040863522549203,0.06935480410901734,0.04128201895498825,0.040039616294365206,0.007233668486061097,0.04633613967520377,0.0232580008814176,0.01936208552816491,0.061100193984963094,0.04009103212689768,0.05675268409511416,0.023494166871802804,0.042659973417713055,0.03054403499867077,0.03365010817219075,0.05786435897856329,0.05008174032519256,0.03258747883773951,0.06456173759278791,0.03908481158967115,0.0428197310243769,0.050818396196653653,0.03614619838931739,0.04114314932039074,0.03667667959344079,0.04153227065788743,0.056434178314209674,0.021927742291445593,0.029677640219529924,0.01901946174317231,0.03399727812634365,0.056098952155990665,0.013764069311072205,0.042244060564771584,0.019171428115819386,0.02931890729546356,0.04855478563437363,0.05909458185823817,0.02388463843142615,0.04115226454279385,0.07300069545559262,0.03896110810795911,0.03542808360608722,0.040432344490519155,0.007316158623214049,0.043306074458441646,0.027929046170610247,0.025502080445772266,0.043638214903911766,0.03698460179588297,0.05463061457644541,0.03753691986564693,0.055136862560359545,0.03989808818728131,0.030770041810177524,0.01843140186596077,0.03078247358481851,0.04383733798943553,0.05587357874702571,0.06603563174529305,0.032371778959457566,0.03996581511742352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DTB,0.05632206184081048,0.02150402113559432,0.03761167300187448,0.03645667161165374,0.04789446294719115,0.0465978891582026,0.03382553946355134,0.02611152056085686,0.0604890107126904,0.04046221437341483,0.051863489990552285,0.03851685092267848,0.038690828331788524,0.06845016962725546,0.05474796982537387,0.048496069706730864,0.04437334064503266,0.024988590356397784,0.03958223533354494,0.02212906925291165,0.06085460727011723,0.034741829096927225,0.03977482873627413,0.015037947000839538,0.03979936463060748,0.017344688293536407,0.0173059235234657,0.05115400013684223,0.037997044990368864,0.04748297136869244,0.022799607825573935,0.03834710215909389,0.029527655866997675,0.031846869751988256,0.05025246128300727,0.04478869509150835,0.0317771698708395,0.054706418380295975,0.03490677700676473,0.0418433462452503,0.04399357975887019,0.043999373563723035,0.035102521063309466,0.02883037304649337,0.038293594451292094,0.04907986595336203,0.021487139525773725,0.02327395301619209,0.017204518737822017,0.03372905349991187,0.04894911689703915,0.01803805227844766,0.03629803432694604,0.018989317523281698,0.018377378539931707,0.04023002516777846,0.05032361246969549,0.01951322251705381,0.03822944271108339,0.06297910239119116,0.031970970723453424,0.03599686786374794,0.035474324010474144,0.011265670685760698,0.03932838532154645,0.024529555723656716,0.02494595121457218,0.03962437840522344,0.030156962778104365,0.046313412355386434,0.03539391977444747,0.0484470300947352,0.034875029032248366,0.02492616252053091,0.018362472627619506,0.025121636013605276,0.036704542334702904,0.04929104779775066,0.0544521309500354,0.030751357726124667,0.04318074320805497,0.011682280813267727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DTM,0.029742583109071477,0.03923012456008728,0.023478031433662155,0.020175527056309893,0.021578989781731284,0.021083342832669136,0.03231401590641315,0.024139150979268515,0.046392869107219036,0.04235392828298118,0.03217131923002224,0.023458021335992837,0.023298234482468372,0.04093511168911165,0.0378894014204445,0.03276214113881873,0.05879845130613414,0.032076790394302314,0.03675990148245694,0.043713426186928125,0.034999972471417465,0.03998896180197618,0.01048186305004796,0.03954806253155696,0.037347598115542016,0.031219074890200316,0.03221575237364434,0.03049950615993378,0.058991627134703024,0.058490668332649355,0.024036984939876268,0.023578436971100472,0.03269253066068661,0.013616312937061573,0.031112880242751894,0.020067313945817556,0.04857388381630509,0.03330529498443102,0.031238065240982917,0.01571277314798232,0.029927743182539043,0.06768023577086403,0.031052693361448377,0.023438547096610196,0.015282058303771958,0.022143980130050603,0.037585660523661905,0.03458235800231157,0.031107551880534236,0.025951605730669475,0.022880267590218425,0.031975086207857814,0.049526196159203895,0.026159505958638283,0.03323837324539147,0.031062388832798066,0.026136658566081716,0.03885315844303978,0.023705878701282997,0.04176062165485399,0.038026144953175606,0.05772570813770812,0.032104817862744,0.03481635663018053,0.04955742432774284,0.031245275514867568,0.03218977045584344,0.032145914965980266,0.015218552920693148,0.03197962921923821,0.015738488650436717,0.01991498272657996,0.04864140652777089,0.03184150904087146,0.04055373435332304,0.029931421115609196,0.032807186346894626,0.036744539961741075,0.04620446257667781,0.03112811695236093,0.0651309075938594,0.035501623413585204,0.03428485591336271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DTY,0.008732671756112163,0.03912336438753619,0.0314894772424045,0.02096941479870271,0.03600812270863311,0.019273591933005808,0.025471154390798913,0.042113326394385336,0.03210506889885187,0.03753646347220128,0.01701875964928512,0.021537609268439697,0.024003998854356487,0.012532059687058223,0.028566643660045882,0.018180721767849812,0.05595635553714866,0.04790327676683716,0.031792348088808195,0.03864991293651214,0.021778484451403308,0.03351039386518731,0.02546928921269463,0.06884458802258932,0.03218817003185955,0.04263689089274614,0.045410622644927394,0.015052058065261638,0.052157966265949034,0.05569618641343396,0.04919681879959246,0.021912292440545093,0.034533920628853104,0.03200405694595628,0.01945919885298311,0.015587968822137822,0.046334856555300605,0.0182425737493363,0.025763793373648404,0.02241267092517063,0.014336073416385296,0.05927379570265459,0.023585224230437605,0.028191542880799995,0.023428472869566792,0.01276409750041151,0.04340780892880823,0.03648038733346938,0.045675354678425116,0.031120408432410346,0.01009095877506011,0.05633124732331203,0.041400290542458015,0.04553104269616335,0.04054794362233337,0.020532600078898868,0.00916549147618159,0.05146281295265632,0.02635196618850134,0.01982606852101995,0.03357789518418062,0.05038848270190238,0.025186020408154673,0.06409444008648349,0.0449248998329436,0.03703587046364561,0.05461385840608389,0.021775361902846728,0.03697847776747917,0.021697109208371878,0.030109432409130263,0.013146064354016168,0.0439316265348756,0.03419858010210354,0.0671521603598868,0.03443800813055127,0.02546984893948293,0.03176734323168944,0.039693132529440234,0.03218649654746502,0.057835544097032315,0.06448124664582783,0.056346821472023495,0.029802299726697803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
